"","bat1","bat2","dyad","known.kinship","wang_estimate","kinship","pop1","pop2","kinship2"
"6128","female18","male38","female18_male38",NA,-0.1508,-0.1508,"tole","tole",0
"6129","female19","male38","female19_male38",NA,0.0701,0.0701,"tole","tole",0.0701
"6130","female5","male38","female5_male38",NA,0.1217,0.1217,"tole","tole",0.1217
"6131","female6","male38","female6_male38",NA,0.0422,0.0422,"tole","tole",0.0422
"6132","female7","male38","female7_male38",NA,0.2984,0.2984,"tole","tole",0.2984
"6133","female8","male38","female8_male38",NA,-0.1277,-0.1277,"tole","tole",0
"6134","female9","male38","female9_male38",NA,-0.1322,-0.1322,"tole","tole",0
"6135","hilga","male38","hilga_male38",NA,-0.0318,-0.0318,"tole","tole",0
"6136","ld","male38","ld_male38",NA,0.0613,0.0613,"tole","tole",0.0613
"6137","ldc","male38","ldc_male38",NA,0.2489,0.2489,"tole","tole",0.2489
"6138","ldd","male38","ldd_male38",NA,-0.0244,-0.0244,"tole","tole",0
"6139","lds","male38","lds_male38",NA,0.2573,0.2573,"tole","tole",0.2573
"6140","lsd","male38","lsd_male38",NA,0.0468,0.0468,"tole","tole",0.0468
"6141","cat","male38","cat_male38",0,-0.2384,0,"bci","tole",0
"6142","male16","male38","male16_male38",NA,0.0062,0.0062,"tole","tole",0.0062
"6143","male18","male38","male18_male38",NA,-0.1551,-0.1551,"tole","tole",0
"6144","male19","male38","male19_male38",NA,-0.1846,-0.1846,"tole","tole",0
"6145","male20","male38","male20_male38",NA,0.0514,0.0514,"tole","tole",0.0514
"6146","male21","male38","male21_male38",NA,-0.19,-0.19,"tole","tole",0
"6147","male25","male38","male25_male38",NA,-0.0519,-0.0519,"tole","tole",0
"6148","male26","male38","male26_male38",NA,0.0198,0.0198,"tole","tole",0.0198
"6149","male27","male38","male27_male38",NA,0.016,0.016,"tole","tole",0.016
"6150","male30","male38","male30_male38",NA,0.1428,0.1428,"tole","tole",0.1428
"6151","male31","male38","male31_male38",NA,-0.2379,-0.2379,"tole","tole",0
"6152","male32","male38","male32_male38",NA,0.0191,0.0191,"tole","tole",0.0191
"6153","male33","male38","male33_male38",NA,-0.1413,-0.1413,"tole","tole",0
"6154","male35","male38","male35_male38",NA,-0.023,-0.023,"tole","tole",0
"6155","male36","male38","male36_male38",NA,-0.0997,-0.0997,"tole","tole",0
"6156","male37","male38","male37_male38",NA,0.1312,0.1312,"tole","tole",0.1312
"6157","male39","male38","male38_male39",NA,-0.3063,-0.3063,"tole","tole",0
"6158","pup0","male38","male38_pup0",NA,-0.2781,-0.2781,"tole","tole",0
"6159","r","male38","male38_r",NA,0.5247,0.5247,"tole","tole",0.5
"6160","rc","male38","male38_rc",NA,-0.0362,-0.0362,"tole","tole",0
"6161","s","male38","male38_s",NA,-0.169,-0.169,"tole","tole",0
"6162","sc","male38","male38_sc",NA,-0.035,-0.035,"tole","tole",0
"6163","scs","male38","male38_scs",NA,-0.0578,-0.0578,"tole","tole",0
"6164","sd","male38","male38_sd",NA,-0.1891,-0.1891,"tole","tole",0
"6165","six","male38","male38_six",0,-0.4557,0,"bci","tole",0
"6166","sld","male38","male38_sld",NA,-0.1456,-0.1456,"tole","tole",0
"6167","dos","male38","dos_male38",0,-0.3225,0,"bci","tole",0
"6168","ola","male38","male38_ola",0,-0.0349,0,"bci","tole",0
"6169","ss","male38","male38_ss",NA,-0.2143,-0.2143,"tole","tole",0
"6170","sss","male38","male38_sss",NA,-0.1845,-0.1845,"tole","tole",0
"6171","eve","male38","eve_male38",0,-0.2091,0,"bci","tole",0
"6172","no.band","male38","male38_no.band",NA,NA,0,"bci","tole",0
"6173","ddd","male38","ddd_male38",NA,NA,0,"bci","tole",0
"6174","bat9530","male38","bat9530_male38",NA,0.0695,0.0695,"tole","tole",0.0695
"6175","bat9532","male38","bat9532_male38",NA,0.0455,0.0455,"tole","tole",0.0455
"6176","bat9533","male38","bat9533_male38",NA,-0.2057,-0.2057,"tole","tole",0
"6177","bat9535","male38","bat9535_male38",NA,-0.1955,-0.1955,"tole","tole",0
"6178","bat9536","male38","bat9536_male38",NA,-0.1738,-0.1738,"tole","tole",0
"6179","bat9537","male38","bat9537_male38",NA,0.1479,0.1479,"tole","tole",0.1479
"6180","bat9538","male38","bat9538_male38",NA,0.174,0.174,"tole","tole",0.174
"6181","bat9539","male38","bat9539_male38",NA,-0.33,-0.33,"tole","tole",0
"6182","bat9540","male38","bat9540_male38",NA,0.0815,0.0815,"tole","tole",0.0815
"6183","bat9541","male38","bat9541_male38",NA,0.1352,0.1352,"tole","tole",0.1352
"6184","bat9542","male38","bat9542_male38",NA,0.0842,0.0842,"tole","tole",0.0842
"6185","bat9543","male38","bat9543_male38",NA,-0.2162,-0.2162,"tole","tole",0
"6186","bat9545","male38","bat9545_male38",NA,0.1585,0.1585,"tole","tole",0.1585
"6187","bat9546","male38","bat9546_male38",NA,0.0035,0.0035,"tole","tole",0.0035
"6188","bat9547","male38","bat9547_male38",NA,-0.212,-0.212,"tole","tole",0
"6189","bat9548","male38","bat9548_male38",NA,-0.0912,-0.0912,"tole","tole",0
"6190","bat9549","male38","bat9549_male38",NA,-0.0707,-0.0707,"tole","tole",0
"6191","bat9550","male38","bat9550_male38",NA,-0.176,-0.176,"tole","tole",0
"6192","bat9551","male38","bat9551_male38",NA,0.2283,0.2283,"tole","tole",0.2283
"6193","bat9552","male38","bat9552_male38",NA,0.0224,0.0224,"tole","tole",0.0224
"6194","bat9553","male38","bat9553_male38",NA,0.323,0.323,"tole","tole",0.323
"6195","bat9554","male38","bat9554_male38",NA,-0.2034,-0.2034,"tole","tole",0
"6196","bat9555","male38","bat9555_male38",NA,-0.121,-0.121,"tole","tole",0
"6197","bat9556","male38","bat9556_male38",NA,-0.0415,-0.0415,"tole","tole",0
"6198","bat9557","male38","bat9557_male38",NA,-0.049,-0.049,"tole","tole",0
"6199","bat9558","male38","bat9558_male38",NA,-0.1197,-0.1197,"tole","tole",0
"6200","bat9559","male38","bat9559_male38",NA,0.0332,0.0332,"tole","tole",0.0332
"6201","bat9561","male38","bat9561_male38",NA,0.0346,0.0346,"tole","tole",0.0346
"6202","bat9562","male38","bat9562_male38",NA,-0.1663,-0.1663,"tole","tole",0
"6203","bat9563","male38","bat9563_male38",NA,-0.1117,-0.1117,"tole","tole",0
"6204","bat9564","male38","bat9564_male38",NA,0.0496,0.0496,"tole","tole",0.0496
"6205","bat9565","male38","bat9565_male38",NA,0.1232,0.1232,"tole","tole",0.1232
"6206","bat9566","male38","bat9566_male38",NA,0.1254,0.1254,"tole","tole",0.1254
"6207","bat9567","male38","bat9567_male38",NA,-0.1406,-0.1406,"tole","tole",0
"6208","bat9568","male38","bat9568_male38",NA,-0.0722,-0.0722,"tole","tole",0
"6209","bat9569","male38","bat9569_male38",NA,-0.1364,-0.1364,"tole","tole",0
"6210","bat9570","male38","bat9570_male38",NA,-0.1297,-0.1297,"tole","tole",0
"6211","bat9592","male38","bat9592_male38",NA,0.0023,0.0023,"tole","tole",0.0023
"6212","bat9593","male38","bat9593_male38",NA,0.0177,0.0177,"tole","tole",0.0177
"6213","bat9594","male38","bat9594_male38",NA,-0.0231,-0.0231,"tole","tole",0
"6214","bat9595","male38","bat9595_male38",NA,-0.3404,-0.3404,"tole","tole",0
"6215","bat9596","male38","bat9596_male38",NA,-0.0057,-0.0057,"tole","tole",0
"6216","c","male39","c_male39",NA,0.0972,0.0972,"tole","tole",0.0972
"6217","cc","male39","cc_male39",NA,-0.2108,-0.2108,"tole","tole",0
"6218","ccc","male39","ccc_male39",NA,0.0377,0.0377,"tole","tole",0.0377
"6219","ccs","male39","ccs_male39",NA,-0.2366,-0.2366,"tole","tole",0
"6220","cd","male39","cd_male39",NA,-0.2009,-0.2009,"tole","tole",0
"6221","cs","male39","cs_male39",NA,-0.3835,-0.3835,"tole","tole",0
"6222","csc","male39","csc_male39",NA,-0.0099,-0.0099,"tole","tole",0
"6223","d","male39","d_male39",NA,-0.1327,-0.1327,"tole","tole",0
"6224","dcd","male39","dcd_male39",NA,-0.1396,-0.1396,"tole","tole",0
"6225","dd","male39","dd_male39",NA,-0.0293,-0.0293,"tole","tole",0
"6226","ddld","male39","ddld_male39",NA,-0.3262,-0.3262,"tole","tole",0
"6227","ivy","male39","ivy_male39",0,-0.0158,0,"bci","tole",0
"6228","dld","male39","dld_male39",NA,-0.2075,-0.2075,"tole","tole",0
"6229","una","male39","male39_una",0,-0.1255,0,"bci","tole",0
"6230","tes","male39","male39_tes",0,-0.1004,0,"bci","tole",0
"6231","son.of.ola","male39","male39_son.of.ola",0,-0.2355,0,"bci","tole",0
"6232","dr","male39","dr_male39",NA,-0.3343,-0.3343,"tole","tole",0
"6233","ds","male39","ds_male39",NA,0.0173,0.0173,"tole","tole",0.0173
"6234","female10","male39","female10_male39",NA,-0.0037,-0.0037,"tole","tole",0
"6235","female12","male39","female12_male39",NA,-0.2674,-0.2674,"tole","tole",0
"6236","female13","male39","female13_male39",NA,0.0172,0.0172,"tole","tole",0.0172
"6237","female14","male39","female14_male39",NA,-0.0765,-0.0765,"tole","tole",0
"6238","female15","male39","female15_male39",NA,-0.1422,-0.1422,"tole","tole",0
"6239","female16","male39","female16_male39",NA,-0.047,-0.047,"tole","tole",0
"6240","female17","male39","female17_male39",NA,-0.0872,-0.0872,"tole","tole",0
"6241","female18","male39","female18_male39",NA,-0.2193,-0.2193,"tole","tole",0
"6242","female19","male39","female19_male39",NA,0.1005,0.1005,"tole","tole",0.1005
"6243","female5","male39","female5_male39",NA,-0.1139,-0.1139,"tole","tole",0
"6244","female6","male39","female6_male39",NA,0.0107,0.0107,"tole","tole",0.0107
"6245","female7","male39","female7_male39",NA,-0.2627,-0.2627,"tole","tole",0
"6246","female8","male39","female8_male39",NA,-0.1531,-0.1531,"tole","tole",0
"6247","female9","male39","female9_male39",NA,-0.0705,-0.0705,"tole","tole",0
"6248","hilga","male39","hilga_male39",NA,-0.2944,-0.2944,"tole","tole",0
"6249","ld","male39","ld_male39",NA,-0.201,-0.201,"tole","tole",0
"6250","ldc","male39","ldc_male39",NA,-0.1565,-0.1565,"tole","tole",0
"6251","ldd","male39","ldd_male39",NA,-0.2348,-0.2348,"tole","tole",0
"6252","lds","male39","lds_male39",NA,-0.0364,-0.0364,"tole","tole",0
"6253","lsd","male39","lsd_male39",NA,-0.1093,-0.1093,"tole","tole",0
"6254","cat","male39","cat_male39",0,0.0548,0,"bci","tole",0
"6255","male16","male39","male16_male39",NA,-0.0728,-0.0728,"tole","tole",0
"6256","male18","male39","male18_male39",NA,-0.4513,-0.4513,"tole","tole",0
"6257","male19","male39","male19_male39",NA,-0.087,-0.087,"tole","tole",0
"6258","male20","male39","male20_male39",NA,-0.141,-0.141,"tole","tole",0
"6259","male21","male39","male21_male39",NA,-0.1422,-0.1422,"tole","tole",0
"6260","male25","male39","male25_male39",NA,-0.1241,-0.1241,"tole","tole",0
"6261","male26","male39","male26_male39",NA,-0.1121,-0.1121,"tole","tole",0
"6262","male27","male39","male27_male39",NA,-0.1464,-0.1464,"tole","tole",0
"6263","male30","male39","male30_male39",NA,0.0233,0.0233,"tole","tole",0.0233
"6264","male31","male39","male31_male39",NA,-0.0198,-0.0198,"tole","tole",0
"6265","male32","male39","male32_male39",NA,0.1341,0.1341,"tole","tole",0.1341
"6266","male33","male39","male33_male39",NA,-0.0172,-0.0172,"tole","tole",0
"6267","male35","male39","male35_male39",NA,-0.1108,-0.1108,"tole","tole",0
"6268","male36","male39","male36_male39",NA,-0.3429,-0.3429,"tole","tole",0
"6269","male37","male39","male37_male39",NA,-0.1861,-0.1861,"tole","tole",0
"6270","male38","male39","male38_male39",NA,-0.3063,-0.3063,"tole","tole",0
"6271","pup0","male39","male39_pup0",NA,-0.1221,-0.1221,"tole","tole",0
"6272","r","male39","male39_r",NA,-0.0427,-0.0427,"tole","tole",0
"6273","rc","male39","male39_rc",NA,-0.299,-0.299,"tole","tole",0
"6274","s","male39","male39_s",NA,-0.2538,-0.2538,"tole","tole",0
"6275","sc","male39","male39_sc",NA,-0.4265,-0.4265,"tole","tole",0
"6276","scs","male39","male39_scs",NA,-0.0953,-0.0953,"tole","tole",0
"6277","sd","male39","male39_sd",NA,-0.0259,-0.0259,"tole","tole",0
"6278","six","male39","male39_six",0,-0.0575,0,"bci","tole",0
"6279","sld","male39","male39_sld",NA,-0.1764,-0.1764,"tole","tole",0
"6280","dos","male39","dos_male39",0,-0.0319,0,"bci","tole",0
"6281","ola","male39","male39_ola",0,0.0299,0,"bci","tole",0
"6282","ss","male39","male39_ss",NA,-0.1347,-0.1347,"tole","tole",0
"6283","sss","male39","male39_sss",NA,-0.3857,-0.3857,"tole","tole",0
"6284","eve","male39","eve_male39",0,0.1453,0,"bci","tole",0
"6285","no.band","male39","male39_no.band",NA,NA,0,"bci","tole",0
"6286","ddd","male39","ddd_male39",NA,NA,0,"bci","tole",0
"6287","bat9530","male39","bat9530_male39",NA,-0.3556,-0.3556,"tole","tole",0
"6288","bat9532","male39","bat9532_male39",NA,-0.421,-0.421,"tole","tole",0
"6289","bat9533","male39","bat9533_male39",NA,-0.4853,-0.4853,"tole","tole",0
"6290","bat9535","male39","bat9535_male39",NA,-0.2769,-0.2769,"tole","tole",0
"6291","bat9536","male39","bat9536_male39",NA,-0.1317,-0.1317,"tole","tole",0
"6292","bat9537","male39","bat9537_male39",NA,-0.3316,-0.3316,"tole","tole",0
"6293","bat9538","male39","bat9538_male39",NA,-0.0845,-0.0845,"tole","tole",0
"6294","bat9539","male39","bat9539_male39",NA,-0.152,-0.152,"tole","tole",0
"6295","bat9540","male39","bat9540_male39",NA,-0.1826,-0.1826,"tole","tole",0
"6296","bat9541","male39","bat9541_male39",NA,-0.0363,-0.0363,"tole","tole",0
"6297","bat9542","male39","bat9542_male39",NA,-0.2635,-0.2635,"tole","tole",0
"6298","bat9543","male39","bat9543_male39",NA,-0.1531,-0.1531,"tole","tole",0
"6299","bat9545","male39","bat9545_male39",NA,-0.295,-0.295,"tole","tole",0
"6300","bat9546","male39","bat9546_male39",NA,-0.1622,-0.1622,"tole","tole",0
"6301","bat9547","male39","bat9547_male39",NA,-0.1977,-0.1977,"tole","tole",0
"6302","bat9548","male39","bat9548_male39",NA,-0.2008,-0.2008,"tole","tole",0
"6303","bat9549","male39","bat9549_male39",NA,-0.0951,-0.0951,"tole","tole",0
"6304","bat9550","male39","bat9550_male39",NA,-0.001,-0.001,"tole","tole",0
"6305","bat9551","male39","bat9551_male39",NA,-0.1465,-0.1465,"tole","tole",0
"6306","bat9552","male39","bat9552_male39",NA,-0.2205,-0.2205,"tole","tole",0
"6307","bat9553","male39","bat9553_male39",NA,-0.1964,-0.1964,"tole","tole",0
"6308","bat9554","male39","bat9554_male39",NA,-0.1184,-0.1184,"tole","tole",0
"6309","bat9555","male39","bat9555_male39",NA,-0.1996,-0.1996,"tole","tole",0
"6310","bat9556","male39","bat9556_male39",NA,-0.1529,-0.1529,"tole","tole",0
"6311","bat9557","male39","bat9557_male39",NA,-0.1765,-0.1765,"tole","tole",0
"6312","bat9558","male39","bat9558_male39",NA,-0.1879,-0.1879,"tole","tole",0
"6313","bat9559","male39","bat9559_male39",NA,-0.102,-0.102,"tole","tole",0
"6314","bat9561","male39","bat9561_male39",NA,-0.1539,-0.1539,"tole","tole",0
"6315","bat9562","male39","bat9562_male39",NA,-0.2415,-0.2415,"tole","tole",0
"6316","bat9563","male39","bat9563_male39",NA,0.0663,0.0663,"tole","tole",0.0663
"6317","bat9564","male39","bat9564_male39",NA,-0.4092,-0.4092,"tole","tole",0
"6318","bat9565","male39","bat9565_male39",NA,-0.1016,-0.1016,"tole","tole",0
"6319","bat9566","male39","bat9566_male39",NA,-0.3149,-0.3149,"tole","tole",0
"6320","bat9567","male39","bat9567_male39",NA,-0.5314,-0.5314,"tole","tole",0
"6321","bat9568","male39","bat9568_male39",NA,-0.0644,-0.0644,"tole","tole",0
"6322","bat9569","male39","bat9569_male39",NA,-0.171,-0.171,"tole","tole",0
"6323","bat9570","male39","bat9570_male39",NA,-0.1903,-0.1903,"tole","tole",0
"6324","bat9592","male39","bat9592_male39",NA,-0.3988,-0.3988,"tole","tole",0
"6325","bat9593","male39","bat9593_male39",NA,-0.4795,-0.4795,"tole","tole",0
"6326","bat9594","male39","bat9594_male39",NA,-0.3,-0.3,"tole","tole",0
"6327","bat9595","male39","bat9595_male39",NA,-0.3564,-0.3564,"tole","tole",0
"6328","bat9596","male39","bat9596_male39",NA,-0.1289,-0.1289,"tole","tole",0
"6329","c","pup0","c_pup0",NA,0.2671,0.2671,"tole","tole",0.2671
"6330","cc","pup0","cc_pup0",NA,-0.3058,-0.3058,"tole","tole",0
"6331","ccc","pup0","ccc_pup0",NA,0.0055,0.0055,"tole","tole",0.0055
"6332","ccs","pup0","ccs_pup0",NA,0.0404,0.0404,"tole","tole",0.0404
"6333","cd","pup0","cd_pup0",NA,0.2598,0.2598,"tole","tole",0.2598
"6334","cs","pup0","cs_pup0",NA,-0.0904,-0.0904,"tole","tole",0
"6335","csc","pup0","csc_pup0",0.5,0.5967,0.5,"tole","tole",0.5
"6336","d","pup0","d_pup0",NA,-0.0234,-0.0234,"tole","tole",0
"6337","dcd","pup0","dcd_pup0",NA,0.0467,0.0467,"tole","tole",0.0467
"6338","dd","pup0","dd_pup0",NA,0.0475,0.0475,"tole","tole",0.0475
"6339","ddld","pup0","ddld_pup0",NA,-0.0907,-0.0907,"tole","tole",0
"6340","ivy","pup0","ivy_pup0",0,-0.2908,0,"bci","tole",0
"6341","dld","pup0","dld_pup0",NA,-0.2254,-0.2254,"tole","tole",0
"6342","una","pup0","pup0_una",0,-0.2649,0,"bci","tole",0
"6343","tes","pup0","pup0_tes",0,-0.3217,0,"bci","tole",0
"6344","son.of.ola","pup0","pup0_son.of.ola",0,-0.3304,0,"bci","tole",0
"6345","dr","pup0","dr_pup0",NA,0.1847,0.1847,"tole","tole",0.1847
"6346","ds","pup0","ds_pup0",NA,-0.1422,-0.1422,"tole","tole",0
"6347","female10","pup0","female10_pup0",NA,0.1752,0.1752,"tole","tole",0.1752
"6348","female12","pup0","female12_pup0",NA,0.0484,0.0484,"tole","tole",0.0484
"6349","female13","pup0","female13_pup0",NA,0.0234,0.0234,"tole","tole",0.0234
"6350","female14","pup0","female14_pup0",NA,0.1234,0.1234,"tole","tole",0.1234
"6351","female15","pup0","female15_pup0",NA,0.0054,0.0054,"tole","tole",0.0054
"6352","female16","pup0","female16_pup0",NA,-0.2072,-0.2072,"tole","tole",0
"6353","female17","pup0","female17_pup0",NA,-0.0631,-0.0631,"tole","tole",0
"6354","female18","pup0","female18_pup0",NA,0.1208,0.1208,"tole","tole",0.1208
"6355","female19","pup0","female19_pup0",NA,-0.0168,-0.0168,"tole","tole",0
"6356","female5","pup0","female5_pup0",NA,0.0933,0.0933,"tole","tole",0.0933
"6357","female6","pup0","female6_pup0",NA,0.1142,0.1142,"tole","tole",0.1142
"6358","female7","pup0","female7_pup0",NA,0.1076,0.1076,"tole","tole",0.1076
"6359","female8","pup0","female8_pup0",NA,0.194,0.194,"tole","tole",0.194
"6360","female9","pup0","female9_pup0",NA,-0.3559,-0.3559,"tole","tole",0
"6361","hilga","pup0","hilga_pup0",NA,-0.1745,-0.1745,"tole","tole",0
"6362","ld","pup0","ld_pup0",NA,-0.1309,-0.1309,"tole","tole",0
"6363","ldc","pup0","ldc_pup0",NA,-0.2199,-0.2199,"tole","tole",0
"6364","ldd","pup0","ldd_pup0",NA,0.0123,0.0123,"tole","tole",0.0123
"6365","lds","pup0","lds_pup0",NA,-0.0769,-0.0769,"tole","tole",0
"6366","lsd","pup0","lsd_pup0",NA,0.1623,0.1623,"tole","tole",0.1623
"6367","cat","pup0","cat_pup0",0,-0.427,0,"bci","tole",0
"6368","male16","pup0","male16_pup0",NA,-0.1469,-0.1469,"tole","tole",0
"6369","male18","pup0","male18_pup0",NA,0.0055,0.0055,"tole","tole",0.0055
"6370","male19","pup0","male19_pup0",NA,0.0117,0.0117,"tole","tole",0.0117
"6371","male20","pup0","male20_pup0",NA,-0.1167,-0.1167,"tole","tole",0
"6372","male21","pup0","male21_pup0",NA,-0.0409,-0.0409,"tole","tole",0
"6373","male25","pup0","male25_pup0",NA,0.0539,0.0539,"tole","tole",0.0539
"6374","male26","pup0","male26_pup0",NA,-0.074,-0.074,"tole","tole",0
"6375","male27","pup0","male27_pup0",NA,0.0407,0.0407,"tole","tole",0.0407
"6376","male30","pup0","male30_pup0",NA,-0.1037,-0.1037,"tole","tole",0
"6377","male31","pup0","male31_pup0",NA,-0.0682,-0.0682,"tole","tole",0
"6378","male32","pup0","male32_pup0",NA,-0.0186,-0.0186,"tole","tole",0
"6379","male33","pup0","male33_pup0",NA,-0.0292,-0.0292,"tole","tole",0
"6380","male35","pup0","male35_pup0",NA,0.0816,0.0816,"tole","tole",0.0816
"6381","male36","pup0","male36_pup0",NA,0.0468,0.0468,"tole","tole",0.0468
"6382","male37","pup0","male37_pup0",NA,0.1098,0.1098,"tole","tole",0.1098
"6383","male38","pup0","male38_pup0",NA,-0.2781,-0.2781,"tole","tole",0
"6384","male39","pup0","male39_pup0",NA,-0.1221,-0.1221,"tole","tole",0
"6385","r","pup0","pup0_r",NA,-0.3357,-0.3357,"tole","tole",0
"6386","rc","pup0","pup0_rc",NA,0.3247,0.3247,"tole","tole",0.3247
"6387","s","pup0","pup0_s",NA,-0.2576,-0.2576,"tole","tole",0
"6388","sc","pup0","pup0_sc",NA,0.0048,0.0048,"tole","tole",0.0048
"6389","scs","pup0","pup0_scs",NA,0.1837,0.1837,"tole","tole",0.1837
"6390","sd","pup0","pup0_sd",NA,0.2258,0.2258,"tole","tole",0.2258
"6391","six","pup0","pup0_six",0,-0.2746,0,"bci","tole",0
"6392","sld","pup0","pup0_sld",NA,0.037,0.037,"tole","tole",0.037
"6393","dos","pup0","dos_pup0",0,-0.266,0,"bci","tole",0
"6394","ola","pup0","ola_pup0",0,-0.3319,0,"bci","tole",0
"6395","ss","pup0","pup0_ss",NA,0.2044,0.2044,"tole","tole",0.2044
"6396","sss","pup0","pup0_sss",NA,-0.0959,-0.0959,"tole","tole",0
"6397","eve","pup0","eve_pup0",0,-0.0742,0,"bci","tole",0
"6398","no.band","pup0","no.band_pup0",NA,NA,0,"bci","tole",0
"6399","ddd","pup0","ddd_pup0",NA,NA,0,"bci","tole",0
"6400","bat9530","pup0","bat9530_pup0",NA,-0.0625,-0.0625,"tole","tole",0
"6401","bat9532","pup0","bat9532_pup0",NA,-0.0623,-0.0623,"tole","tole",0
"6402","bat9533","pup0","bat9533_pup0",NA,0.0732,0.0732,"tole","tole",0.0732
"6403","bat9535","pup0","bat9535_pup0",NA,-0.1228,-0.1228,"tole","tole",0
"6404","bat9536","pup0","bat9536_pup0",NA,-0.0419,-0.0419,"tole","tole",0
"6405","bat9537","pup0","bat9537_pup0",NA,-0.1306,-0.1306,"tole","tole",0
"6406","bat9538","pup0","bat9538_pup0",NA,0.0577,0.0577,"tole","tole",0.0577
"6407","bat9539","pup0","bat9539_pup0",NA,-0.2108,-0.2108,"tole","tole",0
"6408","bat9540","pup0","bat9540_pup0",NA,0.015,0.015,"tole","tole",0.015
"6409","bat9541","pup0","bat9541_pup0",NA,0.0552,0.0552,"tole","tole",0.0552
"6410","bat9542","pup0","bat9542_pup0",NA,0.3493,0.3493,"tole","tole",0.3493
"6411","bat9543","pup0","bat9543_pup0",NA,0.1195,0.1195,"tole","tole",0.1195
"6412","bat9545","pup0","bat9545_pup0",NA,-0.0663,-0.0663,"tole","tole",0
"6413","bat9546","pup0","bat9546_pup0",NA,0.0571,0.0571,"tole","tole",0.0571
"6414","bat9547","pup0","bat9547_pup0",NA,-0.0621,-0.0621,"tole","tole",0
"6415","bat9548","pup0","bat9548_pup0",NA,-0.1206,-0.1206,"tole","tole",0
"6416","bat9549","pup0","bat9549_pup0",NA,-0.2919,-0.2919,"tole","tole",0
"6417","bat9550","pup0","bat9550_pup0",NA,-0.1121,-0.1121,"tole","tole",0
"6418","bat9551","pup0","bat9551_pup0",NA,0.1582,0.1582,"tole","tole",0.1582
"6419","bat9552","pup0","bat9552_pup0",NA,-0.0223,-0.0223,"tole","tole",0
"6420","bat9553","pup0","bat9553_pup0",NA,-0.0801,-0.0801,"tole","tole",0
"6421","bat9554","pup0","bat9554_pup0",NA,0.1609,0.1609,"tole","tole",0.1609
"6422","bat9555","pup0","bat9555_pup0",NA,0.2525,0.2525,"tole","tole",0.2525
"6423","bat9556","pup0","bat9556_pup0",NA,-0.1345,-0.1345,"tole","tole",0
"6424","bat9557","pup0","bat9557_pup0",NA,-0.1274,-0.1274,"tole","tole",0
"6425","bat9558","pup0","bat9558_pup0",NA,-0.1258,-0.1258,"tole","tole",0
"6426","bat9559","pup0","bat9559_pup0",NA,0.195,0.195,"tole","tole",0.195
"6427","bat9561","pup0","bat9561_pup0",NA,-0.0057,-0.0057,"tole","tole",0
"6428","bat9562","pup0","bat9562_pup0",NA,-0.1858,-0.1858,"tole","tole",0
"6429","bat9563","pup0","bat9563_pup0",NA,0.0643,0.0643,"tole","tole",0.0643
"6430","bat9564","pup0","bat9564_pup0",NA,-0.0634,-0.0634,"tole","tole",0
"6431","bat9565","pup0","bat9565_pup0",NA,-0.0996,-0.0996,"tole","tole",0
"6432","bat9566","pup0","bat9566_pup0",NA,-0.1931,-0.1931,"tole","tole",0
"6433","bat9567","pup0","bat9567_pup0",NA,-0.005,-0.005,"tole","tole",0
"6434","bat9568","pup0","bat9568_pup0",NA,0.0949,0.0949,"tole","tole",0.0949
"6435","bat9569","pup0","bat9569_pup0",NA,0.1424,0.1424,"tole","tole",0.1424
"6436","bat9570","pup0","bat9570_pup0",NA,0.2567,0.2567,"tole","tole",0.2567
"6437","bat9592","pup0","bat9592_pup0",NA,-0.0838,-0.0838,"tole","tole",0
"6438","bat9593","pup0","bat9593_pup0",NA,0.1253,0.1253,"tole","tole",0.1253
"6439","bat9594","pup0","bat9594_pup0",NA,0.2292,0.2292,"tole","tole",0.2292
"6440","bat9595","pup0","bat9595_pup0",NA,0.0346,0.0346,"tole","tole",0.0346
"6441","bat9596","pup0","bat9596_pup0",NA,0.1024,0.1024,"tole","tole",0.1024
"6442","c","r","c_r",NA,-0.1041,-0.1041,"tole","tole",0
"6443","cc","r","cc_r",NA,0.13,0.13,"tole","tole",0.13
"6444","ccc","r","ccc_r",NA,-0.0196,-0.0196,"tole","tole",0
"6445","ccs","r","ccs_r",NA,0.0596,0.0596,"tole","tole",0.0596
"6446","cd","r","cd_r",NA,0.0441,0.0441,"tole","tole",0.0441
"6447","cs","r","cs_r",NA,-0.0958,-0.0958,"tole","tole",0
"6448","csc","r","csc_r",NA,-0.0041,-0.0041,"tole","tole",0
"6449","d","r","d_r",NA,-0.031,-0.031,"tole","tole",0
"6450","dcd","r","dcd_r",NA,-0.1868,-0.1868,"tole","tole",0
"6451","dd","r","dd_r",NA,-0.0408,-0.0408,"tole","tole",0
"6452","ddld","r","ddld_r",NA,-0.1872,-0.1872,"tole","tole",0
"6453","ivy","r","ivy_r",0,-0.2162,0,"bci","tole",0
"6454","dld","r","dld_r",NA,0.0203,0.0203,"tole","tole",0.0203
"6455","una","r","r_una",0,-0.1959,0,"bci","tole",0
"6456","tes","r","r_tes",0,-0.045,0,"bci","tole",0
"6457","son.of.ola","r","r_son.of.ola",0,-0.1254,0,"bci","tole",0
"6458","dr","r","dr_r",NA,-0.0831,-0.0831,"tole","tole",0
"6459","ds","r","ds_r",NA,0.1594,0.1594,"tole","tole",0.1594
"6460","female10","r","female10_r",NA,-0.013,-0.013,"tole","tole",0
"6461","female12","r","female12_r",NA,-0.3855,-0.3855,"tole","tole",0
