"","bat1","bat2","dyad","known.kinship","wang_estimate","kinship","pop1","pop2","kinship2"
"3294","dr","female7","dr_female7",NA,0.0575,0.0575,"tole","tole",0.0575
"3295","ds","female7","ds_female7",NA,0.154,0.154,"tole","tole",0.154
"3296","female10","female7","female10_female7",NA,0.4592,0.4592,"tole","tole",0.4592
"3297","female12","female7","female12_female7",NA,0.0675,0.0675,"tole","tole",0.0675
"3298","female13","female7","female13_female7",NA,0.0867,0.0867,"tole","tole",0.0867
"3299","female14","female7","female14_female7",NA,0.3098,0.3098,"tole","tole",0.3098
"3300","female15","female7","female15_female7",NA,0.1662,0.1662,"tole","tole",0.1662
"3301","female16","female7","female16_female7",NA,0.2405,0.2405,"tole","tole",0.2405
"3302","female17","female7","female17_female7",NA,-0.0893,-0.0893,"tole","tole",0
"3303","female18","female7","female18_female7",NA,0.354,0.354,"tole","tole",0.354
"3304","female19","female7","female19_female7",NA,0.241,0.241,"tole","tole",0.241
"3305","female5","female7","female5_female7",NA,0.3272,0.3272,"tole","tole",0.3272
"3306","female6","female7","female6_female7",NA,0.2503,0.2503,"tole","tole",0.2503
"3307","female8","female7","female7_female8",NA,0.253,0.253,"tole","tole",0.253
"3308","female9","female7","female7_female9",NA,-0.0528,-0.0528,"tole","tole",0
"3309","hilga","female7","female7_hilga",NA,-0.0501,-0.0501,"tole","tole",0
"3310","ld","female7","female7_ld",NA,0.0256,0.0256,"tole","tole",0.0256
"3311","ldc","female7","female7_ldc",NA,0.1607,0.1607,"tole","tole",0.1607
"3312","ldd","female7","female7_ldd",NA,0.1759,0.1759,"tole","tole",0.1759
"3313","lds","female7","female7_lds",NA,0.2033,0.2033,"tole","tole",0.2033
"3314","lsd","female7","female7_lsd",NA,0.1838,0.1838,"tole","tole",0.1838
